icpc2ChapterId;icpc2Code;descriptionNL
17;Z19;verlies/overlijden van kind
18;*41;r”ntgen/beeldvormend onderzoek
11;S93;atheroomcyste
18;*42;elektrische afleidingen
11;S92;ziekte zweetklieren
18;*43;ander diagnostisch onderzoek
11;S95;molluscum contagiosum
18;*44;immunisatie/preventieve medicatie
11;S94;unguis incarnatus
18;*45;gezondheidsvoorlichting/advies/dieet
18;*46;overleg binnen eerste lijn
18;*47;Overleg met specialist
18;*48;verhelderen/gesprek over vraag/reden van komst van patient
11;S91;psoriasis
18;*49;andere preventieve verrichting
;;
4;F99;andere ziekte oog/oogadnexen
4;F93;glaucoom
11;S96;acne
;;blindheid
11;S97;chronisch huidulcus
4;F95;strabisme
;;urticaria
11;S99;andere ziekte huid
;;aanranding/andere schadelijke gebeurtenis
17;Z24;relatieprobleem met vrienden
17;Z27;angst een sociaal probleem te hebben
;;probleem met gedrag van ouders/gezinslid
;;relatieprobleem met ouders/gezinslid
;;verlies/overlijden van ouders/familie
17;Z22;probleem met ziekte van ouders/gezinslid
18;*51;incisie/drainage/spoelen/aspiratie/verwijderen lichaam
18;*52;excisie/weefsel verwijderen/biopsie/vernietiging/debrideren
18;*50;medicatie - recept/verzoek/herhaling/injectie
18;*59;andere therapeutische verrichting/kleine chirurgie
18;*57;fysiotherapie/revalidatie
18;*58;therapeutisch gesprek/counselen
18;*55;locale injectie/infiltratie
;;infectieuze conjunctivitis
18;*56;verband/drukverband/compressie/tamponade
18;*53;instrumentatie/catheterisatie/intubatie/dilatatie
18;*54;herstel/fixatie - hechting/gipsspalk/prothese (aanbrengen)
18;*60;uitslag onderzoek/verrichting
18;*61;uitslag onderzoek/test/verslag/brief van andere hulpverlener
18;*62;administratieve verrichting
18;*63;follow-up contact
18;*68;andere verwijzing nao
18;*69;andere reden voor contact nao
18;*64;episode/contact op initiatief hulpverlener
18;*65;episode/contact op initiatief derde
18;*66;verwijzing andere hulpverlener/verpleegkundige/therap
4;F81;andere aangeboren afwijking oog
18;*67;verwijzing naar arts/specialist/kliniek/ziekenhuis
;;stenose ductus lacrimalis zuigeling
;;allergische conjunctivitis
4;F72;blepharitis/hordeolum/chalazion
;;andere infectie/ontsteking oog
4;F74;neoplasma oog/oogadnexen
4;F75;contusie/bloeding oog
4;F76;corpus alienum in oog
;;ander letsel oog
4;F27;angst voor oogziekte
4;F29;andere symptomen/klachten oog
4;F28;functiebeperking/handicap (F)
;;
;;
;;
;;
;;candidiasis huid
;;
;;
;;andere huidinfectie
;;benigne/niet gespecificeerd neoplasma huid
11;S78;lipoom
